Coordinates,Exact_Match
"20.636858,-103.472197",True
"20.636985,-103.47216",True
"20.6366303,-103.4717074",True
"20.6387863,-103.471555",True
"20.6426109,-103.4778113",True
"20.6353649,-103.4720227",True
"20.6339801,-103.4745096",False
,
"20.638815,-103.4705738",False
"20.6387638,-103.471492",True
"20.6340611,-103.4510817",False
"20.6389301,-103.4721868",False
"20.638337,-103.4715868",True
"20.6366282,-103.4712416",False
"20.6216364,-103.4551927",False
"20.638337,-103.4715868",True
"20.6375985,-103.4711045",False
"20.6379802,-103.4722056",True
"20.635571,-103.4724894",True
"20.6590191,-103.2815504",False
,
,
"20.7525325,-103.365822",True
,
,
"20.6402957,-103.469298",True
,
"20.6409437,-103.4697255",True
,
"-29.9479945,-71.3513873",False
,
,
,
"20.6413847,-103.4701339",True
,
"20.6557955,-103.4211524",True
"20.6387777,-103.4689358",True
"20.6419496,-103.4691453",True
"20.6338134,-103.4697351",True
"20.6413806,-103.4688463",True
"20.6412697,-103.4691534",True
"20.6402039,-103.4693631",True
"20.6431945,-103.4808149",True
"20.644161,-103.4800029",True
"20.6440788,-103.4793704",True
,
,
,
"20.6440788,-103.4793704",True
"20.6466728,-103.4709491",True
,True
,True
"20.6479066,-103.4716798",True
"20.6473346,-103.4731835",False
,
"20.6417918,-103.4748266",True
"20.6485324,-103.4706051",False
"20.6486266,-103.4711279",False
"20.6482526,-103.470722",True
"20.640888,-103.4692359",True
"20.6402039,-103.4693631",True
"20.6399106,-103.4699503",True
"20.6416264,-103.4682422",True
,
,True
,False
,True
"20.6423141,-103.4690275",True
"20.6423002,-103.4693876",True
"20.6430728,-103.4705773",True
"20.6420446,-103.4682366",True
"20.6408878,-103.4722542",True
"20.7519093,-103.3708627",False
"20.642755,-103.4678455",True
"20.6419719,-103.4679828",True
,
"20.6423476,-103.4680448",True
,
,
"20.6430514,-103.4697638",False
"20.6399454,-103.4751934",True
,True
,True
,True
,False
"20.6406381,-103.4796857",False
"20.6420184,-103.4684472",True
"20.6396041,-103.4726224",False
,True
,
"20.6439124,-103.4762419",True
"20.6462463,-103.4809797",False
,
,True
,False
,False
,
,False
,False
"20.6228137,-103.4594642",True
,False
,
,True
,
"20.6192979,-103.4589773",True
"20.6250451,-103.4571122",False
"20.6217511,-103.458911",True
"20.7331023,-103.4079369",False
,
,False
"20.6197537,-103.4603053",True
"20.6245288,-103.4578023",True
"20.6872668,-103.4421213",False
"20.7522173,-103.3634535",False
,False
"20.6395136,-103.4801567",True
"20.6411289,-103.4830733",True
"20.6403913,-103.4737876",True
"20.6473685,-103.4778397",True
"20.6395136,-103.4801567",True
"20.639748,-103.4820902",True
"20.6396943,-103.4820949",True
"20.6434838,-103.4754234",False
"20.6432898,-103.4778791",True
,
"20.6432966,-103.4758381",False
"20.6422364,-103.4765426",True
"20.6433558,-103.478342",True
,
"20.6443314,-103.478263",True
"20.6443314,-103.478263",False
"20.6443012,-103.478233",True
,False
"20.6333358,-103.4712678",True
"20.6426746,-103.4714693",False
"20.6370348,-103.4696656",True
,True
"20.6319238,-103.4656292",False
"20.6385708,-103.4694786",True
"20.6368106,-103.4698173",False
"20.6368106,-103.4698173",True
"20.6319234,-103.465626",False
,
"20.6374514,-103.4704069",True
,
"20.6338785,-103.4701222",False
"20.639761,-103.4705713",True
"20.6333935,-103.4717356",False
"20.6333943,-103.2709181",False
,True
"20.6339491,-103.2714141",False
"20.6340526,-103.2706701",False
,
,True
"20.6348673,-103.269659",True
"20.6335397,-103.2715086",False
"20.6332465,-103.2721963",True
"20.6343398,-103.2713462",False
"20.6345589,-103.2712784",False
,
"20.6346757,-103.2716414",True
,False
,True
,False
"20.6358752,-103.2704516",False
,
"20.6334107,-103.2718133",False
"20.6476422,-103.4733434",True
"20.6482526,-103.470722",True
"20.6482983,-103.470722",True
"20.6342841,-103.2699965",False
"20.6346674,-103.2739713",False
"20.6346201,-103.2738918",False
"20.6350711,-103.2740069",True
"20.6234083,-103.2699807",True
"20.6358132,-103.2739603",True
"20.6351817,-103.274052",True
"20.6352003,-103.2717111",False
"20.6353909,-103.2739145",True
"20.6353869,-103.273403",True
"20.6353042,-103.2738636",True
"20.635664,-103.270999",False
"20.6401775,-103.2687988",False
"20.6357066,-103.2675926",False
"20.635664,-103.2687311",True
"20.6360145,-103.2685634",False
"20.6425536,-103.2636818",False
"20.6366226,-103.2731194",True
,
"20.6365624,-103.272857",True
"20.6343246,-103.2695202",False
,
,
"20.6367122,-103.273099",True
"20.6366519,-103.272802",True
,
,True
"20.6363772,-103.2734996",True
"20.6365176,-103.273308",True
,
"20.7522074,-103.3657592",True
"20.6309278,-103.2718199",True
"20.6293368,-103.2730783",True
"20.7521454,-103.365489",True
,False
"20.629022,-103.2753595",True
"20.7521877,-103.3653875",True
"20.6313226,-103.275929",True
,True
"20.6313856,-103.2763258",True
,False
"20.7577676,-103.3691443",True
"20.753498,-103.364859",True
"20.7520212,-103.3655674",True
"20.7504957,-103.3660713",True
"20.6308185,-103.274766",True
"20.7518525,-103.3648366",False
"20.7547842,-103.3662257",True
"20.6312466,-103.2733123",True
"20.6311514,-103.272756",True
"20.6308034,-103.2734207",False
"20.6301883,-103.2728974",True
"20.6309627,-103.273645",False
"20.6321428,-103.277254",False
"20.6318942,-103.2733966",True
"20.6319071,-103.273486",True
,False
,False
,False
"20.6309486,-103.2724442",True
,False
,False
"20.6320174,-103.2735983",True
"20.6381851,-103.2663121",False
"20.6959925,-103.3159678",True
"20.6314075,-103.2727982",True
"20.6303978,-103.2740288",False
"20.6311508,-103.2735796",False
,
"20.6751225,-103.2981269",True
,False
"20.6310368,-103.2733098",False
,False
,
"20.632147,-103.272808",False
"18.3505276,-96.1661587",False
"20.6309486,-103.2724442",False
,
"20.6301531,-103.2734499",False
"20.7548041,-103.3662253",True
"20.6325981,-103.2732873",False
"20.6290716,-103.2724943",True
"20.751944,-103.366009",True
"20.6316628,-103.27347",False
"20.7488866,-103.3671362",True
"20.6630922,-103.2905094",False
"20.6613138,-103.1912452",False
"20.6637663,-103.301685",True
"20.6704671,-103.3128678",True
,
,True
,True
,True
"20.7488882,-103.3668654",True
"20.7057965,-103.4154791",False
"20.7488151,-103.3679007",True
"20.7495311,-103.3668359",True
"20.7194254,-103.3575255",False
"20.7511545,-103.3676157",True
"20.7522528,-103.3670931",True
"20.7508543,-103.3669417",True
,
"20.7524864,-103.3669038",True
"20.7522584,-103.3671034",True
"20.7515713,-103.3675648",False
,True
"20.7494684,-103.367308",True
,True
"20.6354785,-103.2897229",False
"20.6444803,-103.4772668",False
"20.6414287,-103.4757864",False
"20.6191523,-103.3487936",True
"20.6203699,-103.3524541",True
"20.6354119,-103.2907376",False
"20.6203699,-103.3524541",True
"20.6199109,-103.3526185",True
"20.6199109,-103.3526185",True
"20.6377371,-103.4808074",False
"20.6334552,-103.2946744",False
"20.6335359,-103.2948034",False
"20.619774,-103.353667",True
"20.634361,-103.4781448",True
"20.6222387,-103.3637486",True
,
"20.6334745,-103.2947195",True
"20.6221289,-103.3642594",True
"20.6358024,-103.2949249",True
"20.6342895,-103.2951258",True
"20.6222899,-103.3651167",True
"20.6334851,-103.2948774",False
"20.6348955,-103.2954618",True
"20.6357059,-103.295139",True
"20.6197776,-103.3534752",True
"20.6359396,-103.2943634",True
"20.6334227,-103.2951781",True
"20.620538,-103.3518407",False
"20.6337893,-103.2951853",True
"20.6340929,-103.2953063",False
"20.6201322,-103.3524359",True
"20.6346814,-103.2952814",False
"20.6354166,-103.2973148",True
"20.6350535,-103.2951912",True
"20.6351709,-103.2953171",False
"20.6353321,-103.2942896",False
"20.635061,-103.2943395",True
"20.628085,-103.3582691",True
"20.6342165,-103.294681",False
"20.6211419,-103.358051",True
"20.6335719,-103.2941688",True
"20.6359792,-103.294769",True
"20.6208257,-103.3504097",True
"20.6502623,-103.301105",False
"20.6203934,-103.3510142",True
,False
"21.3548665,-101.9033817",True
"20.7462448,-103.3955372",False
"20.6198573,-103.3513317",True
"20.6275087,-103.3814164",True
"21.3548665,-101.9033817",True
,True
"21.3548627,-101.9014505",True
"20.6276751,-103.2760429",True
"20.6277636,-103.2762888",True
"20.6334857,-103.2946284",True
"20.6335975,-103.2952894",True
"20.633716,-103.2952211",True
,True
,True
,True
,True
"20.6341526,-103.2952724",True
,True
,True
,
"20.5969141,-103.3551918",False
,
"20.5977441,-103.3555477",False
"20.6359394,-103.2950714",True
"20.6354497,-103.2943301",True
,False
"20.6346112,-103.2944245",True
"20.6341937,-103.2946707",True
"20.6222387,-103.3637486",True
"21.3548665,-101.9033817",True
"20.6222899,-103.3651167",True
"20.6335093,-103.2941821",True
"20.6227448,-103.364406",True
,True
"20.6229146,-103.3642954",True
,True
"20.6338213,-103.2940186",False
"20.6228445,-103.363527",True
"20.6228393,-103.363448",True
"20.6231112,-103.363559",True
"20.6231752,-103.3641777",True
"21.3548665,-101.9033817",False
"20.6230778,-103.3622124",True
,
,True
"20.6231532,-103.3622688",True
"40.9716059,-1.8015912",False
,True
"20.624594,-103.3663624",True
,True
"20.6240623,-103.3662142",True
"20.6241206,-103.3652376",True
"20.6243219,-103.3668262",True
"20.6243219,-103.3668262",True
"20.6242237,-103.3675765",True
"20.6237656,-103.3664089",True
,
"20.6235365,-103.3665506",True
"20.6237574,-103.3663817",True
"20.6275087,-103.3814164",True
,True
,True
,
,
,True
,True
,True
,True
,True
,True
,True
,True
,True
,True
,True
,
,True
,True
,True
,True
,True
,True
,True
,True
,True
,True
,True
,True
,True
,True
,True
,True
,True
,True
,True
,True
"21.3548665,-101.9033817",True
,True
,True
,True
,
"20.6720168,-103.3214165",False
"20.6708798,-103.3234462",True
"20.6712968,-103.3201335",True
,
"20.6926819,-103.3188901",False
,
"20.6911315,-103.3101622",False
,
"37.71863,-2.4801184",False
,
,
"20.6926819,-103.3188901",False
,
"20.6926819,-103.3188901",False
"20.6926819,-103.3188901",False
,
"20.670555,-103.3216643",True
"20.6712485,-103.3203926",True
"20.6711915,-103.3200207",True
,
,
"20.6681242,-103.3172136",True
"20.670202,-103.3304383",False
,
,
"20.6719973,-103.3185596",False
"20.6719973,-103.3185596",False
"20.6728025,-103.3179615",True
,False
,False
"20.7520736,-103.367447",False
"20.7509426,-103.3682095",True
"20.746697,-103.3616534",True
"20.746749,-103.3659743",True
"20.7393406,-103.3490023",True
"20.7507403,-103.3685173",True
,
"20.7499141,-103.3683233",True
,
"20.7506237,-103.3679549",True
"20.7503274,-103.3675546",True
"20.7501093,-103.3672483",True
"20.7486177,-103.3671136",True
"20.7525055,-103.3667065",True
"20.7484965,-103.3672038",True
"20.7484972,-103.3674589",True
,
"20.7530001,-103.3666923",True
"20.7531174,-103.365169",False
"20.7532625,-103.3666623",True
"20.7492648,-103.3679383",True
"20.7488866,-103.3671362",True
"20.7498916,-103.3680613",True
"20.7518345,-103.3669698",True
"20.7537346,-103.3667966",True
,False
"20.7537346,-103.3667966",True
"20.7523007,-103.3666399",True
"20.7523103,-103.3684808",True
"20.7515191,-103.368017",True
"20.7528751,-103.3671927",True
"20.7520736,-103.367447",True
"20.753138,-103.3674463",True
"20.7537346,-103.3667966",False
,
"20.6704671,-103.3128678",True
,True
"20.6480123,-103.2819666",False
"20.6563825,-103.2803297",False
"20.6498754,-103.2800103",True
"20.6504283,-103.2801788",True
"20.6500871,-103.2786648",True
"20.6496312,-103.2804931",True
,
"20.649724,-103.278034",False
"20.6502486,-103.2825371",False
"20.6498884,-103.2812086",False
"20.6534125,-103.2633992",False
"20.6535289,-103.2634696",True
"20.6534598,-103.2632301",True
"20.6534598,-103.2632301",False
"20.6532446,-103.2623161",False
"20.6530042,-103.261088",True
"20.6522468,-103.2622731",False
"20.6534722,-103.2632359",True
"20.6526186,-103.2585277",True
"20.6512393,-103.2599638",False
"20.6535001,-103.2629001",True
"20.6527798,-103.2605837",True
,
"20.6527805,-103.2596463",True
"20.6534949,-103.2628433",True
"20.6520531,-103.2617148",False
"20.6537883,-103.2643154",True
"20.6533843,-103.2627341",True
"20.6526211,-103.2611422",True
"20.6534552,-103.258838",True
"20.6492029,-103.2605569",False
"20.652517,-103.2565895",True
"20.6518521,-103.2612195",False
"20.6513082,-103.258714",False
"20.6532965,-103.2625425",True
"20.6265917,-103.2669464",True
"20.6533061,-103.26146",True
"20.6533133,-103.2613378",True
"20.6532245,-103.2542929",False
"20.6534913,-103.2613589",True
"20.653338,-103.2624073",True
"20.6515211,-103.2580761",True
,
,
"20.6518866,-103.2578743",True
"20.6505775,-103.2578506",True
"20.652088,-103.2573912",True
,
,
"20.6505504,-103.2584742",True
,
"20.6536515,-103.2561693",True
"20.6536515,-103.2561693",True
"20.6522677,-103.2569274",True
"20.6520461,-103.2610774",True
"21.3577706,-101.9084678",False
"21.3565008,-101.907731",False
"21.3563756,-101.9076576",False
"21.3556444,-101.9075255",False
,
"21.3569624,-101.9073024",False
"21.3591502,-101.908089",False
"21.3586179,-101.9071978",False
"21.3586179,-101.9071978",True
"21.3310111,-101.969417",False
"21.333257,-101.960366",False
,
"20.7519671,-103.3697816",True
"20.7521076,-103.3697426",True
"20.7490167,-103.3704399",True
"20.7490429,-103.3707642",True
"20.7492684,-103.3712758",True
"20.7492862,-103.3713443",True
"20.7481731,-103.3704482",True
"20.748995,-103.3716515",True
"20.7479359,-103.3702326",True
"20.748079,-103.3698672",True
"20.7524139,-103.3700178",False
"20.751154,-103.3698796",True
,False
,True
,True
"20.7498748,-103.3703583",True
"20.7497645,-103.3702109",True
"20.644942,-103.4739783",True
"20.6447845,-103.4751436",True
"20.7497645,-103.3702109",True
"20.7492998,-103.3704239",True
"20.7490082,-103.3703402",True
"20.7522968,-103.3710341",True
"20.7525834,-103.370728",False
"20.7520997,-103.3704979",False
"20.7513407,-103.3705455",False
"20.6449622,-103.4738667",True
"20.751537,-103.370667",False
"20.7523065,-103.3707766",False
"20.7524139,-103.3700178",False
"20.6442888,-103.4747627",True
"20.7513489,-103.3707313",True
"20.751154,-103.3698796",True
,False
"20.7518413,-103.3697756",True
"20.7521608,-103.3713643",True
"20.7532835,-103.370453",True
"20.7519726,-103.3706408",False
"20.6807552,-103.3302852",False
"20.7524208,-103.3706228",False
"20.7506955,-103.3708403",False
"20.7519093,-103.3708627",False
"20.7519087,-103.3703381",False
,
"20.7507087,-103.3704223",False
,True
,True
,True
"20.6773933,-103.3219021",True
"20.6758726,-103.3215182",True
"20.6747352,-103.3418251",False
"20.6747352,-103.3418251",False
,
"20.6766618,-103.3195117",True
"20.6763611,-103.3195163",True
"20.6765582,-103.3197881",False
"20.6761092,-103.3183088",True
"20.7114738,-103.2967569",True
"20.6433452,-103.4809278",True
"20.6410855,-103.4809366",True
"20.6476155,-103.4724268",False
,True
,True
,True
,True
"21.3553839,-101.9048801",True
,True
,
,True
,True
,True
,
,
,True
,True
,
,
,True
,True
,True
,
,True
,True
,
,True
,True
,True
,True
"20.7093226,-103.3562096",True
,True
,True
,True
,True
,True
,True
,True
,True
,True
,True
,True
,
,True
"20.6706129,-103.3128335",True
,
"20.6706129,-103.3128335",True
"20.6210785,-103.3570033",True
"20.6210728,-103.3568442",True
"20.621146,-103.3574046",True
,True
,
,True
"20.6215372,-103.3611796",True
"20.6219598,-103.3614785",True
"20.6212715,-103.3591489",True
"20.6215949,-103.3602861",True
"20.6212849,-103.3584274",True
"20.6160668,-103.3777187",True
"20.6538436,-103.265374",False
"20.6510003,-103.2581465",True
"20.6504427,-103.2578119",False
"20.6519322,-103.2578743",False
"20.6534722,-103.2632359",False
"20.669466,-103.313233",True
"20.6682445,-103.3142139",True
"20.6673173,-103.3147094",False
,
"20.6674401,-103.3148898",True
"20.6697996,-103.3122023",True
"20.6713942,-103.3124547",True
"20.6435353,-103.4747457",True
"20.6436518,-103.4747785",True
"20.6431462,-103.4750789",True
"20.6426856,-103.4750081",True
"20.6458045,-103.473591",True
"20.6380149,-103.4834837",False
"20.6380149,-103.4834837",False
"20.6514207,-103.2635976",False
,
"20.6507011,-103.2628096",True
"20.6447251,-103.4725597",False
"20.6435663,-103.4726114",False
"20.6469203,-103.4797097",True
"20.6509499,-103.2624954",True
"20.6450027,-103.4738556",True
"20.6450645,-103.4742963",False
"20.6438335,-103.4755283",True
"20.651513,-103.2626914",False
,
"20.6503925,-103.2609982",True
"20.643393,-103.4726273",True
"20.6430986,-103.472083",True
,
"20.6436805,-103.4722657",True
"20.6439182,-103.4719867",True
"20.6506865,-103.2608756",True
,True
"20.6446443,-103.4725723",False
"20.6442566,-103.4725837",True
,
"20.6409543,-103.4742638",True
"20.6498183,-103.2596483",True
"20.6433046,-103.4738795",True
"20.6342425,-103.4485348",False
"20.644945,-103.4745542",True
,
"20.6445022,-103.4744516",True
"20.6495322,-103.2600288",True
"20.656876,-103.238888",False
"20.6495743,-103.2597808",True
"20.6553031,-103.2642006",False
,True
"20.6557471,-103.2639367",True
"20.6517913,-103.2573912",False
,
"20.6506396,-103.2582987",False
"20.5783486,-100.3825498",False
"20.6520908,-103.2573476",False
,True
"20.6520403,-103.2571391",False
,
,True
"20.6507642,-103.2586676",False
,
"20.6508332,-103.2588391",True
,True
,True
"20.652681,-103.2586629",False
,True
"20.6515531,-103.257635",False
,True
"20.6529107,-103.2591557",False
,True
"20.6505601,-103.2592249",True
"20.650124,-103.2612969",True
"20.651629,-103.2595924",True
,True
"20.6705078,-103.3128712",False
,True
,True
,True
,True
,True
,True
,True
"20.6420491,-103.4748972",True
,True
,True
,
,
,True
"20.6415224,-103.4751037",False
,
,True
,True
"21.3553839,-101.9048801",True
"20.6425113,-103.4742438",False
"21.3553864,-101.9061675",True
"20.6425113,-103.4742438",False
,True
"20.6426886,-103.4727784",False
,True
,True
"20.6426886,-103.4727784",False
,True
,True
,True
,True
,
,True
,True
,True
,True
,True
,True
,True
,True
"20.7475044,-103.3705927",True
,
,
,True
,True
"20.7475379,-103.3715842",True
,
,
,
,True
"20.6674922,-103.3138728",False
"20.7457064,-103.3667404",True
,
,True
,True
,True
,True
,True
,True
,True
,
,
,
,True
,
,
,True
,True
,
,True
,True
,
,False
,False
,True
,True
,True
,False
,True
,False
,True
,False
,True
,False
,True
,False
,True
,False
,True
,False
,True
,False
,True
,False
