Categoria,Titulo,Enlace,Precio,Vendedor
Laptops,No disponible,https://www.amazon.com.mxNo disponible,No disponible,No encontrado
Laptops,"Acer 2023 Aspire 1 Slim Laptop, visualización Full HD de 15.6 pulgadas, memoria de 16 GB, almacenamiento SSD de 1 TB, procesador Intel de doble núcleo, puerto Ethernet, HDMI, tipo C, Windows 11 Home S, 1 año Microsoft 365 incluido",https://www.amazon.com.mx/sspa/click?ie=UTF8&spc=MToxMDU3NTQyNjA5MjQ5MDM2OjE3MDcyMzE0MTM6c3BfYXRmX2Jyb3dzZTozMDAwMjMyMzMwMjk4MDI6OjA6Og&url=%2FAcer-Aspire-visualizaci%25C3%25B3n-almacenamiento-procesador%2Fdp%2FB0CCG5TB57%2Fref%3Dsr_1_1%3Fqid%3D1707231413%26s%3Dcomputers%26sr%3D1-1-spons%26ufe%3Dapp_do%253Aamzn1.fos.4e545b5e-1d45-498b-8193-a253464ffa47%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,"$7,949.68",Amazon
Laptops,"HP Portátil de 15.6 pulgadas, procesador Intel Core i3-1115G4, gráficos Intel UHD, visualización LED HD de 15.6 pulgadas, listo para reuniones en línea, Wi-Fi y Bluetooth, HDMI, Windows 11 Home en modo S (16 GB de RAM | 1 TB SSD)",https://www.amazon.com.mx/sspa/click?ie=UTF8&spc=MToxMDU3NTQyNjA5MjQ5MDM2OjE3MDcyMzE0MTM6c3BfYXRmX2Jyb3dzZTozMDAwMTg3OTk5ODE3MDI6OjA6Og&url=%2FHP-procesador-i3-1115G4-visualizaci%25C3%25B3n-reuniones%2Fdp%2FB0BQNC1Y4V%2Fref%3Dsr_1_2%3Fqid%3D1707231413%26s%3Dcomputers%26sr%3D1-2-spons%26ufe%3Dapp_do%253Aamzn1.fos.4e545b5e-1d45-498b-8193-a253464ffa47%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,"$9,248.69",Amazon
Laptops,"HP Portátil Diagonal Full HD de 15.6 Pulgadas (1920 x 1080), procesador Intel Core i5-1135G7 de 11ª generación, 8GB DDR4 RAM, 256GB SSD, 802.11ac, Bluetooth, HDMI, Windows 11",https://www.amazon.com.mx/sspa/click?ie=UTF8&spc=MToxMDU3NTQyNjA5MjQ5MDM2OjE3MDcyMzE0MTM6c3BfYXRmX2Jyb3dzZTozMDAxMTU3ODA0OTk0MDI6OjA6Og&url=%2FHP-procesador-i5-1135G7-generaci%25C3%25B3n-Bluetooth%2Fdp%2FB09LM6SZKG%2Fref%3Dsr_1_3%3Fqid%3D1707231413%26s%3Dcomputers%26sr%3D1-3-spons%26ufe%3Dapp_do%253Aamzn1.fos.4e545b5e-1d45-498b-8193-a253464ffa47%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,"$8,199.00",Amazon
Laptops,"MSI Thin GF63 15.6"" Gaming Laptop: 12th Gen Intel Core i7, NVIDIA GeForce RTX 4060,16GB DDR4, 512GB NVMe SSD, Type-C, Cooler Boost 5, Win11 Home: Black THINGF6312436",https://www.amazon.com.mx/gp/bestsellers/electronics/24088202011/ref=sr_bs_3_24088202011_1,"$22,558.20",No encontrado
Laptops,"HP Laptop 15-ef2507la, AMD Ryzen 5, 8 GB, 512 GB SSD, 15.6, HD, Windows 11, Teclado en Español, Garantía México, Plateado Natural",https://www.amazon.com.mx/HP-15-ef2507la-Windows-Garant%C3%ADa-Plateado/dp/B0CJG23QR3/ref=sr_1_5?qid=1707231413&s=computers&sr=1-5&ufe=app_do%3Aamzn1.fos.a9e70178-7411-4f75-8d83-e6796a165895,"$9,763.72",Amazon México
Laptops,"ASUS Laptop Gamer ROG Strix G16 (2023), 16 Pulgadas, 16:10 FHD 165 Hz, GeForce RTX 4060, Intel Core i7-13650HX, DDR5 de 16 GB, PCIe SSD de 512 GB, Wi-Fi 6E, Windows 11, G614JV-AS73, Gris Eclipse",https://www.amazon.com.mx/Asus-Laptop-Gamer-Strix-Pulgadas/dp/B0BV8H8HVD/ref=sr_1_6?qid=1707231413&s=computers&sr=1-6&ufe=app_do%3Aamzn1.fos.4e545b5e-1d45-498b-8193-a253464ffa47,"$32,950.00",Tekno Electronicos
Laptops,"HP Laptop 14-em0001la, AMD Ryzen 3, 8 GB, 256 GB SSD, 14, FHD, Windows 11, Teclado en Español, Garantía México, Azul Lunar",https://www.amazon.com.mx/HP-14-em0001la-Windows-Teclado-Garant%C3%ADa/dp/B0CJVT6RMB/ref=sr_1_7?qid=1707231413&s=computers&sr=1-7&ufe=app_do%3Aamzn1.fos.a9e70178-7411-4f75-8d83-e6796a165895,"$7,393.15",Amazon México
Laptops,"HP Laptop 15-ef2500la, AMD Ryzen 7, 16 GB, 512 GB SSD, 15.6, HD, Windows 11 Home, Teclado en Español, Garantía México",https://www.amazon.com.mx/HP-15-ef2500la-Windows-Teclado-Garant%C3%ADa/dp/B0CJHFPHGB/ref=sr_1_8?qid=1707231413&s=computers&sr=1-8&ufe=app_do%3Aamzn1.fos.a9e70178-7411-4f75-8d83-e6796a165895,"$12,234.51",Amazon México
Laptops,"HUAWEI Laptop Thin & Light MateBook D 16(Garantía en México) Intel 12th Core i5-12450H 16GB+512GB Win11, Type-C Fast Charging, Fingerprint + Regalo Watch GT Cyber",https://www.amazon.com.mx/HUAWEI-MateBook-Garant%C3%ADa-i5-12450H-Fingerprint/dp/B0CPDLGH6V/ref=sr_1_9?qid=1707231413&s=computers&sr=1-9&ufe=app_do%3Aamzn1.fos.a9e70178-7411-4f75-8d83-e6796a165895,"$14,799.00",Amazon México
Laptops,"HUAWEI MateBook D 15 2023 – Laptop de 15.6” FHD, Procesador 11.5th Intel Core i5, 16GB RAM + 512GB SSD, Windows 11, con Fast Charging de 65 W, Botón de Huella Digital, Plata, Teclado en español",https://www.amazon.com.mx/HUAWEI-MateBook-15-2023-Procesador/dp/B0BSNYVRHM/ref=sr_1_10?qid=1707231413&s=computers&sr=1-10&ufe=app_do%3Aamzn1.fos.a9e70178-7411-4f75-8d83-e6796a165895,"$13,199.00",Amazon México
Laptops,"Acer Laptop Aspire 5, Ryzen 7, 8 GB, 512 GB SSD, Pantalla 15.6"" FHD",https://www.amazon.com.mx/Acer-Laptop-Aspire-Ryzen-Pantalla/dp/B0CJZM44WN/ref=sr_1_11?qid=1707231413&s=computers&sr=1-11&ufe=app_do%3Aamzn1.fos.a9e70178-7411-4f75-8d83-e6796a165895,"$11,999.00",Amazon México
Laptops,Asus Vivobook Go 15/E1504GA-NJ335W/Intel Ci3-8 Nucleos/8GB Ram/Resistencia Grado Militar/Incluye Mochila y Mouse/Teclado en Español y Garantia en México,https://www.amazon.com.mx/Asus-Vivobook-E1504GA-NJ335W-Resistencia-Garantia/dp/B0CJL7B6C5/ref=sr_1_12?qid=1707231413&s=computers&sr=1-12&ufe=app_do%3Aamzn1.fos.8c7b929b-80a3-4a0f-851f-6de37ce634c2,"$7,317.95",Amazon México
Laptops,"Dell Latitude 5590 Business portátil de 15,6 pulgadas HD, Intel Core 8 Gen i5 8250U Quad Core 8 GB DDR4 256 GB SSD Win 10 Pro (Reacondicionado)",https://www.amazon.com.mx/sspa/click?ie=UTF8&spc=MToxMDU3NTQyNjA5MjQ5MDM2OjE3MDcyMzE0MTM6c3BfbXRmX2Jyb3dzZTozMDAwODk2ODkwMTczMDI6OjA6Og&url=%2FDell-Latitude-Business-Port%25C3%25A1til-Certificado%2Fdp%2FB07FN6B1SV%2Fref%3Dsr_1_13%3Fqid%3D1707231413%26s%3Dcomputers%26sr%3D1-13-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,"$5,199.00",Amazon
Laptops,"Lenovo Legion Ultimate Gaming Laptop, visualización FHD IPS de 17.3 pulgadas, GeForce RTX 2070 Max-Q, Intel i7-9750H de 6 núcleos, teclado retroiluminado RGB, Wi-Fi asesino, Windows 11 (32 GB RAM | 1 TB PCIe SSD)",https://www.amazon.com.mx/sspa/click?ie=UTF8&spc=MToxMDU3NTQyNjA5MjQ5MDM2OjE3MDcyMzE0MTM6c3BfbXRmX2Jyb3dzZToyMDAxNjg3NDY1ODgxOTg6OjA6Og&url=%2FLenovo-Legion-Ultimate-visualizaci%25C3%25B3n-retroiluminado%2Fdp%2FB0C228P74P%2Fref%3Dsr_1_14%3Fqid%3D1707231413%26s%3Dcomputers%26sr%3D1-14-spons%26ufe%3Dapp_do%253Aamzn1.fos.4e545b5e-1d45-498b-8193-a253464ffa47%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,"$35,613.13",Amazon
Laptops,"Dell Precision 3541 15.6"" FHD, Core i7-9850H 2,6 GHz, 16 GB, 512 GB NVMe, NVIDEA Quadro P620 4 GB, Win 10 Pro (reacondicionado)",https://www.amazon.com.mx/sspa/click?ie=UTF8&spc=MToxMDU3NTQyNjA5MjQ5MDM2OjE3MDcyMzE0MTM6c3BfbXRmX2Jyb3dzZTozMDAwODk2MDI2MzA5MDI6OjA6Og&url=%2FDell-Precision-i7-9850H-2-6GHz-renovado%2Fdp%2FB08M495FM4%2Fref%3Dsr_1_15%3Fqid%3D1707231413%26s%3Dcomputers%26sr%3D1-15-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,"$9,437.38",Amazon
Laptops,"Dell Latitude 7280 Laptop PC, no táctil, procesador Intel i5 2.40GHz, 16 GB RAM DDR4, unidad de estado sólido M.2 de 512 GB, HDMI, cámara web, WiFi y Bluetooth, Windows 10 Pro (Reacondicionado)",https://www.amazon.com.mx/gp/bestsellers/amazon-renewed/16880760011/ref=sr_bs_15_16880760011_1,"$4,218.75",No encontrado
Laptops,Asus TUF Gaming F15 / FX506HC-HN101W / Intel Core i5 / 8GB de RAM EXPANDIBLE / 512GB SSD/NVIDIA RTX 3050 / Incluye Mouse TUF/Teclado en español (Garantía en México),https://www.amazon.com.mx/Asus-FX506HC-HN101W-EXPANDIBLE-Incliye-Garant%C3%ADa/dp/B0C5K1TLQD/ref=sr_1_17?qid=1707231413&s=computers&sr=1-17&ufe=app_do%3Aamzn1.fos.a9e70178-7411-4f75-8d83-e6796a165895,"$19,950.40",Amazon México
Laptops,"HP Victus 15 Laptop para juegos, pantalla FHD 144Hz de 15.6"", AMD Ryzen 5 7535HS, 16GB DDR5 RAM, 1TB PCIe M.2 SSD, NVIDIA GeForce RTX 2050, HDMI, cámara web, Wi-Fi 6, Windows 11 Home, plata",https://www.amazon.com.mx/HP-Victus-pantalla-GeForce-Windows/dp/B0CFRVSTGL/ref=sr_1_18?qid=1707231413&s=computers&sr=1-18&ufe=app_do%3Aamzn1.fos.a9e70178-7411-4f75-8d83-e6796a165895,"$13,955.00",Amazon Estados Unidos
Laptops,"Apple - MacBook Air de finales de 2020 con chip Apple M1 (13.3 pulgadas, 8 GB de RAM, SSD de 256 GB) gris espacial (reacondicionado)",https://www.amazon.com.mx/Apple-MacBook-chip-pulgadas-almacenamiento/dp/B08PNQTYV2/ref=sr_1_19?qid=1707231413&s=computers&sr=1-19,"$12,458.56",Amazon
Laptops,"HP Laptop Gaming Victus 15-fb0122la, Windows 11, AMD Ryzen 5, NVIDIA GeForce GTX 1650(4 GB GDDR6 dedicada) 8GB RAM, 512 GB SSD, FHD 15.6"", Teclado en Español, Garantía México, Plata",https://www.amazon.com.mx/HP-15-fb0122la-Windows-dedicada-Garant%C3%ADa/dp/B0C7F64XZG/ref=sr_1_20?qid=1707231413&s=computers&sr=1-20&ufe=app_do%3Aamzn1.fos.a9e70178-7411-4f75-8d83-e6796a165895,"$11,990.00",Amazon México
Laptops,"Laptop HP Elitebook 830 G5, 13.3 pulgadas FHD, Core i5-8350U 1.7GHz, 16 GB de RAM, unidad de estado sólido de 512 GB, Windows 10 Pro 64Bit, CAM (reacondicionada), color plateado",https://www.amazon.com.mx/HP-Elitebook-830-G5-reacondicionado/dp/B0BFBWN44G/ref=sr_1_21?qid=1707231413&s=computers&sr=1-21,"$5,340.20",Amazon
Laptops,"Asus TUF A15/FA507RF-HN015W/RYZEN 7/RTX 2050/8 GB RAM/512 SSD/Teclado RGB/Certificacion Dolby Atmos & Hi-Res/Teclado en Español y Garantia en México, Color Jaeger Gray",https://www.amazon.com.mx/Asus-FA507RF-HN015W-Teclado-Certificacion-Garantia/dp/B0CJL7NRP8/ref=sr_1_22?qid=1707231413&s=computers&sr=1-22&ufe=app_do%3Aamzn1.fos.a9e70178-7411-4f75-8d83-e6796a165895,"$17,821.79",Amazon México
Laptops,"acer Nitro 5 AN515-58-57Y8 Gaming Laptop | Intel Core i5-12500H | NVIDIA GeForce RTX 3050 Ti Laptop GPU | 15.6"" FHD 144Hz IPS Display | 16GB DDR4 | 512GB Gen 4 SSD | Killer Wi-Fi 6 | Backlit Keyboard",https://www.amazon.com.mx/Acer-AN515-58-57Y8-i5-12500H-GeForce-Keyboard/dp/B0BSLWGFXD/ref=sr_1_23?qid=1707231413&s=computers&sr=1-23&ufe=app_do%3Aamzn1.fos.a9e70178-7411-4f75-8d83-e6796a165895,"$17,442.44",Amazon Estados Unidos
Laptops,"ACER Aspire 3 Ryzen 5-7520U, Laptop Quad Core, 2.80 GHz hasta 4.30 GHz, 8 GB LPDDR5, 512 GB SSD,AMD Radeon Graphics, Pantalla 15.6"" LED FHD",https://www.amazon.com.mx/Laptop-Aspire-5-7520U-Graphics-Pantalla/dp/B0C1MD49MK/ref=sr_1_24?qid=1707231413&s=computers&sr=1-24&ufe=app_do%3Aamzn1.fos.a9e70178-7411-4f75-8d83-e6796a165895,"$9,999.00",Amazon México
Laptops,"Dell Inspiron 3511 portátil, visualización táctil Full HD de 15.6 pulgadas, Intel Core i5-1135G7 (Beats Intel i7-1065G7), 32 GB DDR4 RAM, 1 TB PCIe SSD, lector de tarjetas SD, HDMI, Wi-Fi, Windows 11 Home, negro",https://www.amazon.com.mx/Dell-3511-visualizaci%C3%B3n-i5-1135G7-i7-1065G7/dp/B0BRT67MWZ/ref=sr_1_25?qid=1707231413&s=computers&sr=1-25&ufe=app_do%3Aamzn1.fos.4e545b5e-1d45-498b-8193-a253464ffa47,"$10,938.44",Amazon
Laptops,"Huawei MateBook D 14 i7 13th (Garantía en México) - Laptop de 14"", IPS, 16GB RAM+1TB SSD, 65W Fast Charging, Win11 Home, Teclado en Español",https://www.amazon.com.mx/HUAWEI-Laptop-MateBook-Charging-Win11/dp/B0C5S1HCRF/ref=sr_1_26?qid=1707231413&s=computers&sr=1-26&ufe=app_do%3Aamzn1.fos.8c7b929b-80a3-4a0f-851f-6de37ce634c2,"$19,599.00",Amazon México
Laptops,"Lenovo ThinkPad L13 Yoga Gen 2 13.3"" Touchscreen FHD 2-in-1 Business Laptop, Intel Core i5-1145G7 up to 4.4GHz, 16GB DDR4 RAM, 512GB SSD, Backlit Keyboard, Stylus Pen, WiFi, Windows 10 Pro (Renewed)",https://www.amazon.com.mx/gp/bestsellers/electronics/24088203011/ref=sr_bs_26_24088203011_1,"$7,859.00",No encontrado
Laptops,"HP Portátil Diagonal Full HD de 15.6 Pulgadas (1920 x 1080), procesador Intel Core i5-1135G7 de 11ª generación, 8GB DDR4 RAM, 256GB SSD, 802.11ac, Bluetooth, HDMI, Windows 11",https://www.amazon.com.mx/HP-procesador-i5-1135G7-generaci%C3%B3n-Bluetooth/dp/B09LM6SZKG/ref=sr_1_28?qid=1707231413&s=computers&sr=1-28&ufe=app_do%3Aamzn1.fos.4e545b5e-1d45-498b-8193-a253464ffa47,"$8,199.00",Amazon
Laptops,"HUAWEI Laptop Thin & Light MateBook D 16(Garantía en México) Intel 13th Core i5-13420H 16GB+1TB SSD Win11, Type-C Fast Charging, Fingerprint",https://www.amazon.com.mx/HUAWEI-MateBook-Garant%C3%ADa-i5-13420H-Fingerprint/dp/B0CPDLY5VV/ref=sr_1_29?qid=1707231413&s=computers&sr=1-29&ufe=app_do%3Aamzn1.fos.a9e70178-7411-4f75-8d83-e6796a165895,"$16,099.00",Amazon México
Laptops,"Apple 2022 Laptop MacBook Air con Chip M2 : Pantalla Liquid Retina de 13.6 Pulgadas, 8GB de RAM, Almacenamiento SSD de 256 GB, Teclado retroiluminado, cámara FaceTime HD de 1080p.Gris Espacial",https://www.amazon.com.mx/Laptop-MacBook-Chip-Almacenamiento-retroiluminado/dp/B0B3BKKNN3/ref=sr_1_30?qid=1707231413&s=computers&sr=1-30&ufe=app_do%3Aamzn1.fos.bb34c595-2f6a-4f8b-9356-eb0ab65042b0,"$23,939.05",Amazon México
Laptops,"HP MT44 Thin Client 14.0"" Notebook - AMD Ryzen 3-2300U Quad-Core (4 Core) 2.0 GHz - 16 GB DDR4 SDRAM y 256 GB SSD, Windows 10 Pro 64 - Soporte multiidioma inglés/español/francés (reacondicionado)",https://www.amazon.com.mx/sspa/click?ie=UTF8&spc=MToxMDU3NTQyNjA5MjQ5MDM2OjE3MDcyMzE0MTM6c3BfYnRmX2Jyb3dzZTozMDAwODk2MDA5MzQxMDI6OjA6Og&url=%2FHP-MT44-Thin-Client-Notebook%2Fdp%2FB0BZJ7NNPM%2Fref%3Dsr_1_31%3Fqid%3D1707231413%26s%3Dcomputers%26sr%3D1-31-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1,"$5,150.00",Amazon
Laptops,"HP Elitebook 840 G5 14-inch FHD (1920x1080) Business Laptop, Intel Quad-Core i5-8250U, 16GB DDR4 RAM, 512GB, USB Type-C, HDMI, Windows 11 Pro (Reacondicionado)",https://www.amazon.com.mx/sspa/click?ie=UTF8&spc=MToxMDU3NTQyNjA5MjQ5MDM2OjE3MDcyMzE0MTM6c3BfYnRmX2Jyb3dzZTozMDAwODk2MDI2MzA4MDI6OjA6Og&url=%2FHP-Elitebook-840-G5-Reacondicionado%2Fdp%2FB0B2GQJJBV%2Fref%3Dsr_1_32%3Fqid%3D1707231413%26s%3Dcomputers%26sr%3D1-32-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1,"$6,102.49",Amazon
Laptops,"Dell 2022 Laptop Inspiron 15 3511, visualización táctil FHD de 15.6 pulgadas, Intel Core i5-1035G1, 16 GB de RAM, SSD PCIe NVMe M.2 de 512 GB, lector de tarjetas SD, cámara web, HDMI, WiFi, Windows 11 Home, negro",https://www.amazon.com.mx/sspa/click?ie=UTF8&spc=MToxMDU3NTQyNjA5MjQ5MDM2OjE3MDcyMzE0MTM6c3BfYnRmX2Jyb3dzZTozMDAxMDkzNTg2OTk3MDI6OjA6Og&url=%2FDell-Inspiron-pantalla-pulgadas-i5-1035G1%2Fdp%2FB09Z372YMT%2Fref%3Dsr_1_33%3Fqid%3D1707231413%26s%3Dcomputers%26sr%3D1-33-spons%26ufe%3Dapp_do%253Aamzn1.fos.4e545b5e-1d45-498b-8193-a253464ffa47%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1,"$10,932.67",Amazon
Laptops,No disponible,https://www.amazon.com.mxNo disponible,No disponible,No encontrado
Laptops,No disponible,https://www.amazon.com.mx/gp/help/customer/display.html?nodeId=468556,No disponible,No encontrado
Laptops,No disponible,https://www.amazon.com.mxNo disponible,No disponible,No encontrado
